web-scraper-order,web-scraper-start-url,Links de cada linha,Links de cada linha-href,Nome da linha,Nome da rua
"1616976725-164","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","723 Cajueiro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-723_CAJUEIRO-Recife-1662-774895-292641-0","723 CAJUEIRO",""
"1616976437-47","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2420 Muribara / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2420_MURIBARA_TI_CAMARAGIBE-Recife-1662-774895-292844-0","2420 MURIBARA / TI CAMARAGIBE",""
"1616977031-282","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","170 Muribeca dos Guararapes (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-170_MURIBECA_DOS_GUARARAPES_BACURAU-Recife-1662-774895-498133-0","170 Muribeca dos Guararapes (Bacurau)",""
"1616976604-115","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1906 TI Pelópidas / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1906_TI_PEL%C3%93PIDAS_TI_MACAXEIRA-Recife-1662-774895-292898-0","1906 TI Pelópidas / TI Macaxeira",""
"1616976880-226","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","320 Curado I / Werneck (Via Totó)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-320_CURADO_I_WERNECK_VIA_TOT%C3%93-Recife-1662-774895-292929-0","320 Curado I / Werneck (Via Totó)",""
"1616976809-197","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","522 Dois Irmãos (Rui Barbosa e Príncipe)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-522_DOIS_IRM%C3%83OS_RUI_BARBOSA_E_PR%C3%8DNCIPE-Recife-1662-774895-775941-0","522 DOIS IRMÃOS (RUI BARBOSA E PRÍNCIPE)",""
"1616976922-239","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","256 TI Cavaleiro / Loteamento Nova Esperança","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-256_TI_CAVALEIRO_LOTEAMENTO_NOVA_ESPERAN%C3%87A-Recife-1662-774895-688007-0","256 TI CAVALEIRO / LOTEAMENTO NOVA ESPERANÇA",""
"1616976818-201","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","516 Casa Amarela (Nova Torre)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-516_CASA_AMARELA_NOVA_TORRE-Recife-1662-774895-292849-0","516 CASA AMARELA (NOVA TORRE)",""
"1616977107-306","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","139 TI Cabo / TI Cajueiro Seco","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-139_TI_CABO_TI_CAJUEIRO_SECO-Recife-1662-774895-292856-0","139 TI CABO / TI CAJUEIRO SECO",""
"1616976754-176","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","680 Vasco da Gama / Afogados","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-680_VASCO_DA_GAMA_AFOGADOS-Recife-1662-774895-582459-0","680 Vasco da Gama / Afogados",""
"1616977095-301","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","145 Alto Dois Carneiros (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-145_ALTO_DOIS_CARNEIROS_BACURAU-Recife-1662-774895-292915-0","145 ALTO DOIS CARNEIROS (BACURAU)",""
"1616976623-123","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","910 Piedade / TI Rio Doce","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-910_PIEDADE_TI_RIO_DOCE-Recife-1662-774895-609755-0","910 Piedade / TI Rio Doce",""
"1616976543-90","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1952 Maranguape I / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1952_MARANGUAPE_I_TI_PEL%C3%93PIDAS-Recife-1662-774895-292901-0","1952 Maranguape I / TI Pelópidas",""
"1616977080-295","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","154 Jordão (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-154_JORD%C3%83O_BACURAU-Recife-1662-774895-292683-0","154 Jordão (Bacurau)",""
"1616977121-311","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","129 Paiva / TI Cabo","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-129_PAIVA_TI_CABO-Recife-1662-774895-292672-0","129 PAIVA / TI CABO",""
"1616976370-20","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2477 Santa Terezinha / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2477_SANTA_TEREZINHA_TI_CAMARAGIBE-Recife-1662-774895-292967-0","2477 SANTA TEREZINHA / TI CAMARAGIBE",""
"1616976919-238","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","258 Moreno (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-258_MORENO_BACURAU-Recife-1662-774895-292688-0","258 MORENO (BACURAU)",""
"1616976759-178","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","643 Córrego do Jenipapo (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-643_C%C3%93RREGO_DO_JENIPAPO_BACURAU-Recife-1662-774895-681888-0","643 Córrego do Jenipapo (Bacurau)",""
"1616977066-289","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","161 TI Aeroporto / TI Prazeres","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-161_TI_AEROPORTO_TI_PRAZERES-Recife-1662-774895-451226-0","161 TI AEROPORTO / TI PRAZERES",""
"1616976618-121","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","916 Ouro Preto / Joana Bezerra","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-916_OURO_PRETO_JOANA_BEZERRA-Recife-1662-774895-292875-0","916 OURO PRETO / JOANA BEZERRA",""
"1616977133-316","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","121 Vila da Sudene","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-121_VILA_DA_SUDENE-Recife-1662-774895-498121-0","121 Vila da Sudene",""
"1616976653-135","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","861 TI Xambá / TI Joana Bezerra","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-861_TI_XAMB%C3%81_TI_JOANA_BEZERRA-Recife-1662-774895-292892-0","861 TI XAMBÁ / TI JOANA BEZERRA",""
"1616976504-74","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1973 Casa Caiada","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1973_CASA_CAIADA-Recife-1662-774895-292651-0","1973 Casa Caiada",""
"1616976987-264","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","206 TI Barro / TI Prazeres (Jordão)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-206_TI_BARRO_TI_PRAZERES_JORD%C3%83O-Recife-1662-774895-582471-0","206 TI Barro / TI Prazeres (Jordão)",""
"1616977226-354","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","020 Candeias / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-020_CANDEIAS_TI_TANCREDO_NEVES-Recife-1662-774895-292895-0","020 Candeias / TI Tancredo Neves",""
"1616977180-335","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","064 Piedade (Opcional)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-064_PIEDADE_OPCIONAL-Recife-1662-774895-393361-0","064 Piedade (Opcional)",""
"1616976408-35","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2444 TI Getúlio Vargas (Conde da Boa Vista) (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2444_TI_GET%C3%9ALIO_VARGAS_CONDE_DA_BOA_VISTA_PARADOR-Recife-1662-774895-31940681-0","2444 TI Getúlio Vargas (Conde da Boa Vista) (Parador)",""
"1616976663-139","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","846 Águas Compridas (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-846_%C3%81GUAS_COMPRIDAS_BACURAU-Recife-1662-774895-292851-0","846 Águas Compridas (Bacurau)",""
"1616976514-78","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1969 Itapissuma / TI Igarassu","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1969_ITAPISSUMA_TI_IGARASSU-Recife-1662-774895-587273-0","1969 ITAPISSUMA / TI IGARASSU",""
"1616976951-251","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","232 Cavaleiro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-232_CAVALEIRO-Recife-1662-774895-292645-0","232 CAVALEIRO",""
"1616976474-62","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1986 TI Rio Doce / TI PE-15","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1986_TI_RIO_DOCE_TI_PE_15-Recife-1662-774895-482393-0","1986 TI RIO DOCE / TI PE-15",""
"1616976606-116","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1905 TI Igarassu / TI Abreu e Lima","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1905_TI_IGARASSU_TI_ABREU_E_LIMA-Recife-1662-774895-471287-0","1905 TI IGARASSU / TI ABREU E LIMA",""
"1616976845-212","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","362 Curado IV (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-362_CURADO_IV_BACURAU-Recife-1662-774895-292749-0","362 Curado IV (Bacurau)",""
"1616977207-346","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","036 Aeroporto (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-036_AEROPORTO_BACURAU-Recife-1662-774895-292735-0","036 AEROPORTO (BACURAU)",""
"1616976798-193","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","533 Casa Amarela (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-533_CASA_AMARELA_BACURAU-Recife-1662-774895-292800-0","533 CASA AMARELA (BACURAU)",""
"1616976415-38","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2441 TI CDU (Conde da Boa Vista) (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2441_TI_CDU_CONDE_DA_BOA_VISTA_PARADOR-Recife-1662-774895-31940655-0","2441 TI CDU (Conde da Boa Vista) (Parador)",""
"1616976857-217","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","348 TI TIP / Curado V","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-348_TI_TIP_CURADO_V-Recife-1662-774895-292704-0","348 TI TIP / Curado V",""
"1616976592-110","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1913 TI PE-15 / TI Joana Bezerra","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1913_TI_PE_15_TI_JOANA_BEZERRA-Recife-1662-774895-292899-0","1913 TI PE-15 / TI JOANA BEZERRA",""
"1616976924-240","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","255 Quitandinha / TI Cavaleiro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-255_QUITANDINHA_TI_CAVALEIRO-Recife-1662-774895-292865-0","255 Quitandinha / TI Cavaleiro",""
"1616976688-149","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","822 Jardim Brasil I (Cruz Cabugá)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-822_JARDIM_BRASIL_I_CRUZ_CABUG%C3%81-Recife-1662-774895-292933-0","822 Jardim Brasil I (Cruz Cabugá)",""
"1616976336-7","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","4133 Três Carneiros (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-4133_TR%C3%8AS_CARNEIROS_CAIS_DE_SANTA_RITA-Recife-1662-774895-27651571-0","4133 Três Carneiros (Cais de Santa Rita)",""
"1616977115-309","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","132 UR-02 (Ibura) / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-132_UR_02_IBURA_TI_TANCREDO_NEVES-Recife-1662-774895-292971-0","132 UR-02 (Ibura) / TI Tancredo Neves",""
"1616976643-131","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","883 TI Xambá / TI PE-15","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-883_TI_XAMB%C3%81_TI_PE_15-Recife-1662-774895-471277-0","883 TI XAMBÁ / TI PE-15",""
"1616977192-340","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","050 TI PE-15 / Boa Viagem","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-050_TI_PE_15_BOA_VIAGEM-Recife-1662-774895-482392-0","050 TI PE-15 / BOA VIAGEM",""
"1616976882-227","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","315 Bongi","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-315_BONGI-Recife-1662-774895-292629-0","315 BONGI",""
"1616977224-353","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","021 TI Joana Bezerra / Shopping RioMar","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-021_TI_JOANA_BEZERRA_SHOPPING_RIOMAR-Recife-1662-774895-498134-0","021 TI JOANA BEZERRA / SHOPPING RIOMAR",""
"1616976531-85","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1958 Costa Azul / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1958_COSTA_AZUL_TI_PEL%C3%93PIDAS-Recife-1662-774895-33663217-0","1958 Costa Azul / TI Pelópidas",""
"1616976331-5","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","4135 UR-10 (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-4135_UR_10_CAIS_DE_SANTA_RITA-Recife-1662-774895-27651470-0","4135 UR-10 (Cais de Santa Rita)",""
"1616977050-287","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","163 TI Cajueiro Seco (Circular)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-163_TI_CAJUEIRO_SECO_CIRCULAR-Recife-1662-774895-691091-0","163 TI CAJUEIRO SECO (CIRCULAR)",""
"1616976417-39","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2437 TI Caxangá (Conde da Boa Vista) (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2437_TI_CAXANG%C3%81_CONDE_DA_BOA_VISTA_PARADOR-Recife-1662-774895-31940669-0","2437 TI Caxangá (Conde da Boa Vista) (Parador)",""
"1616976903-232","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","302 TI TIP / Caxangá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-302_TI_TIP_CAXANG%C3%81-Recife-1662-774895-609752-0","302 TI TIP / CAXANGÁ",""
"1616976558-96","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1940 TI PE-15 (Circular)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1940_TI_PE_15_CIRCULAR-Recife-1662-774895-506318-0","1940 TI PE-15 (CIRCULAR)",""
"1616976362-17","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2486 Penedo / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2486_PENEDO_TI_CAMARAGIBE-Recife-1662-774895-292811-0","2486 Penedo / TI Camaragibe",""
"1616976841-210","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","370 TI TIP / TI Aeroporto","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-370_TI_TIP_TI_AEROPORTO-Recife-1662-774895-25212406-0","370 TI TIP / TI AEROPORTO",""
"1616976464-58","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1993 Conjunto Praia do Janga","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1993_CONJUNTO_PRAIA_DO_JANGA-Recife-1662-774895-292828-0","1993 Conjunto Praia do Janga",""
"1616976855-216","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","351 TI TIP / Curado II","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-351_TI_TIP_CURADO_II-Recife-1662-774895-774479-0","351 TI TIP / Curado II",""
"1616977103-304","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","141 Jardim Monte Verde / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-141_JARDIM_MONTE_VERDE_TI_TANCREDO_NEVES-Recife-1662-774895-638314-0","141 Jardim Monte Verde / TI Tancredo Neves",""
"1616976956-253","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","222 Jardim Uchôa","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-222_JARDIM_UCH%C3%94A-Recife-1662-774895-771290-0","222 Jardim Uchôa",""
"1616977219-351","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","024 TI Tancredo Neves (Circular Boa Viagem)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-024_TI_TANCREDO_NEVES_CIRCULAR_BOA_VIAGEM-Recife-1662-774895-293006-0","024 TI Tancredo Neves (Circular Boa Viagem)",""
"1616976865-220","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","341 Curado I","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-341_CURADO_I-Recife-1662-774895-292639-0","341 Curado I",""
"1616976400-32","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2450 TI Camaragibe (Conde da Boa Vista) (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2450_TI_CAMARAGIBE_CONDE_DA_BOA_VISTA_PARADOR-Recife-1662-774895-31940674-0","2450 TI Camaragibe (Conde da Boa Vista) (Parador)",""
"1616976327-3","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","4142 Alto Dois Carneiros (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-4142_ALTO_DOIS_CARNEIROS_CAIS_DE_SANTA_RITA-Recife-1662-774895-27651591-0","4142 Alto Dois Carneiros (Cais de Santa Rita)",""
"1616976580-105","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1923 Cidade Tabajara / TI PE-15","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1923_CIDADE_TABAJARA_TI_PE_15-Recife-1662-774895-292882-0","1923 Cidade Tabajara / TI PE-15",""
"1616976577-104","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1927 Ouro Preto (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1927_OURO_PRETO_BACURAU-Recife-1662-774895-292771-0","1927 OURO PRETO (BACURAU)",""
"1616976999-269","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","200 TI Jaboatão (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-200_TI_JABOAT%C3%83O_PARADOR-Recife-1662-774895-645226-0","200 TI Jaboatão (Parador)",""
"1616976329-4","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","4137 UR-11 (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-4137_UR_11_CAIS_DE_SANTA_RITA-Recife-1662-774895-27651471-0","4137 UR-11 (Cais de Santa Rita)",""
"1616976671-142","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","842 Águas Compridas / TI Xambá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-842_%C3%81GUAS_COMPRIDAS_TI_XAMB%C3%81-Recife-1662-774895-292872-0","842 Águas Compridas / TI Xambá",""
"1616976536-87","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1956 Igarassu (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1956_IGARASSU_BACURAU-Recife-1662-774895-292741-0","1956 IGARASSU (BACURAU)",""
"1616976375-22","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2475 Timbi / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2475_TIMBI_TI_CAMARAGIBE-Recife-1662-774895-292793-0","2475 TIMBI / TI CAMARAGIBE",""
"1616976354-14","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2490 TI Camaragibe / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2490_TI_CAMARAGIBE_TI_MACAXEIRA-Recife-1662-774895-292926-0","2490 TI CAMARAGIBE / TI MACAXEIRA",""
"1616976377-23","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2473 Loteamento João Paulo II / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2473_LOTEAMENTO_JO%C3%83O_PAULO_II_TI_CAMARAGIBE-Recife-1662-774895-33663377-0","2473 LOTEAMENTO JOÃO PAULO II / TI CAMARAGIBE",""
"1616976811-198","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","521 Alto Santa Isabel (Conde da Boa Vista)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-521_ALTO_SANTA_ISABEL_CONDE_DA_BOA_VISTA-Recife-1662-774895-775942-0","521 Alto Santa Isabel (Conde da Boa Vista)",""
"1616977078-294","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","155 Jordão Baixo / Boa Viagem","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-155_JORD%C3%83O_BAIXO_BOA_VIAGEM-Recife-1662-774895-292842-0","155 Jordão Baixo / Boa Viagem",""
"1616976477-63","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1985 Rio Doce (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1985_RIO_DOCE_BACURAU-Recife-1662-774895-292744-0","1985 RIO DOCE (BACURAU)",""
"1616976912-235","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","272 Colônia / TI Jaboatão","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-272_COL%C3%94NIA_TI_JABOAT%C3%83O-Recife-1662-774895-638303-0","272 COLÔNIA / TI JABOATÃO",""
"1616977026-280","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","172 Marcos Freire (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-172_MARCOS_FREIRE_BACURAU-Recife-1662-774895-691089-0","172 MARCOS FREIRE (BACURAU)",""
"1616977048-286","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","164 Marcos Freire / TI Cajueiro Seco","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-164_MARCOS_FREIRE_TI_CAJUEIRO_SECO-Recife-1662-774895-292961-0","164 MARCOS FREIRE / TI CAJUEIRO SECO",""
"1616976410-36","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2443 TI CDU / TI Joana Bezerra (Parador)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2443_TI_CDU_TI_JOANA_BEZERRA_PARADOR-Recife-1662-774895-31940643-0","2443 TI CDU / TI Joana Bezerra (Parador)",""
"1616976484-66","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1982 Conjunto Beira Mar / Derby","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1982_CONJUNTO_BEIRA_MAR_DERBY-Recife-1662-774895-292885-0","1982 CONJUNTO BEIRA MAR / DERBY",""
"1616976555-95","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1941 Arthur Lundgren II / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1941_ARTHUR_LUNDGREN_II_TI_PEL%C3%93PIDAS-Recife-1662-774895-484383-0","1941 Arthur Lundgren II / TI Pelópidas",""
"1616977126-313","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","126 UR-03 / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-126_UR_03_TI_TANCREDO_NEVES-Recife-1662-774895-292836-0","126 UR-03 / TI Tancredo Neves",""
"1616976870-222","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","331 Totó (Jardim Planalto)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-331_TOT%C3%93_JARDIM_PLANALTO-Recife-1662-774895-292796-0","331 Totó (Jardim Planalto)",""
"1616976496-71","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1976 TI Pelópidas (PCR)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1976_TI_PEL%C3%93PIDAS_PCR-Recife-1662-774895-292743-0","1976 TI Pelópidas (PCR)",""
