web-scraper-order,web-scraper-start-url,Links de cada linha,Links de cada linha-href,Nome da linha,Nome da rua
"1616976747-173","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","711 Alto do Pascoal","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-711_ALTO_DO_PASCOAL-Recife-1662-774895-582455-0","711 Alto do Pascoal",""
"1616976601-114","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1907 Paulista / Rio Doce","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1907_PAULISTA_RIO_DOCE-Recife-1662-774895-292755-0","1907 PAULISTA / RIO DOCE",""
"1616976931-243","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","251 Santo Aleixo (Rios) / TI Jaboatão","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-251_SANTO_ALEIXO_RIOS_TI_JABOAT%C3%83O-Recife-1662-774895-44015738-0","251 SANTO ALEIXO (RIOS) / TI JABOATÃO",""
"1616976795-192","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","601 Bola na Rede / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-601_BOLA_NA_REDE_TI_MACAXEIRA-Recife-1662-774895-572354-0","601 Bola na Rede / TI Macaxeira",""
"1616976341-9","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2930 TI Rio Doce / Dois Irmãos","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2930_TI_RIO_DOCE_DOIS_IRM%C3%83OS-Recife-1662-774895-715694-0","2930 TI RIO DOCE / DOIS IRMÃOS",""
"1616976787-189","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","612 Morro da Conceição (Cruz Cabugá)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-612_MORRO_DA_CONCEI%C3%87%C3%83O_CRUZ_CABUG%C3%81-Recife-1662-774895-30585717-0","612 Morro da Conceição (Cruz Cabugá)",""
"1616976742-171","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","713 Bomba do Hemetério","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-713_BOMBA_DO_HEMET%C3%89RIO-Recife-1662-774895-24196291-0","713 Bomba do Hemetério",""
"1616977128-314","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","125 Córrego da Gameleira / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-125_C%C3%93RREGO_DA_GAMELEIRA_TI_TANCREDO_NEVES-Recife-1662-774895-681891-0","125 Córrego da Gameleira / TI Tancredo Neves",""
"1616976433-45","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2422 Monsenhor Fabrício / TI Getúlio Vargas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2422_MONSENHOR_FABR%C3%8DCIO_TI_GET%C3%9ALIO_VARGAS-Recife-1662-774895-704983-0","2422 MONSENHOR FABRÍCIO / TI GETÚLIO VARGAS",""
"1616977001-270","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","199 Camela / TI Cabo","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-199_CAMELA_TI_CABO-Recife-1662-774895-292685-0","199 CAMELA / TI CABO",""
"1616976735-168","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","717 José Amarino dos Reis","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-717_JOS%C3%89_AMARINO_DOS_REIS-Recife-1662-774895-698237-0","717 José Amarino dos Reis",""
"1616976961-255","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","220 TI Jaboatão / TI Cavaleiro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-220_TI_JABOAT%C3%83O_TI_CAVALEIRO-Recife-1662-774895-634116-0","220 TI JABOATÃO / TI CAVALEIRO",""
"1616977088-298","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","151 Jardim Jordão / TI Aeroporto","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-151_JARDIM_JORD%C3%83O_TI_AEROPORTO-Recife-1662-774895-33663261-0","151 Jardim Jordão / TI Aeroporto",""
"1616976967-256","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","219 TI TIP / TI Jaboatão (Sancho)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-219_TI_TIP_TI_JABOAT%C3%83O_SANCHO-Recife-1662-774895-619355-0","219 TI TIP / TI JABOATÃO (SANCHO)",""
"1616976680-146","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","825 Jardim Brasil / TI Joana Bezerra","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-825_JARDIM_BRASIL_TI_JOANA_BEZERRA-Recife-1662-774895-609760-0","825 Jardim Brasil / TI Joana Bezerra",""
"1616977123-312","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","128 UR-03 / TI Barro (Milagres)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-128_UR_03_TI_BARRO_MILAGRES-Recife-1662-774895-33663233-0","128 UR-03 / TI BARRO (MILAGRES)",""
"1616976782-187","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","621 Alto Treze de Maio (Circular)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-621_ALTO_TREZE_DE_MAIO_CIRCULAR-Recife-1662-774895-39403925-0","621 Alto Treze de Maio (Circular)",""
"1616976984-263","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","207 TI Barro / TI Macaxeira (BR-101)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-207_TI_BARRO_TI_MACAXEIRA_BR_101-Recife-1662-774895-582474-0","207 TI BARRO / TI MACAXEIRA (BR-101)",""
"1616976516-79","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1968 Ilha de Itamaracá / TI Igarassu","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1968_ILHA_DE_ITAMARAC%C3%81_TI_IGARASSU-Recife-1662-774895-292965-0","1968 Ilha de Itamaracá / TI Igarassu",""
"1616976560-97","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1936 Mirueira (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1936_MIRUEIRA_BACURAU-Recife-1662-774895-292740-0","1936 MIRUEIRA (BACURAU)",""
"1616977135-317","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","120 Alto Dois Carneiros / Shopping Recife","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-120_ALTO_DOIS_CARNEIROS_SHOPPING_RECIFE-Recife-1662-774895-34513593-0","120 ALTO DOIS CARNEIROS / SHOPPING RECIFE",""
"1616976767-181","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","631 Nova Descoberta (Cabugá)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-631_NOVA_DESCOBERTA_CABUG%C3%81-Recife-1662-774895-292832-0","631 NOVA DESCOBERTA (CABUGÁ)",""
"1616976958-254","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","221 Vila Cardeal e Silva","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-221_VILA_CARDEAL_E_SILVA-Recife-1662-774895-516836-0","221 Vila Cardeal e Silva",""
"1616977190-339","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","060 TI Tancredo Neves / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-060_TI_TANCREDO_NEVES_TI_MACAXEIRA-Recife-1662-774895-498132-0","060 TI Tancredo Neves / TI Macaxeira",""
"1616976526-83","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1962 TI Abreu e Lima (PCR)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1962_TI_ABREU_E_LIMA_PCR-Recife-1662-774895-698238-0","1962 TI ABREU E LIMA (PCR)",""
"1616977152-324","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","107 Circular (Cabugá / Prefeitura)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-107_CIRCULAR_CABUG%C3%81_PREFEITURA-Recife-1662-774895-292937-0","107 CIRCULAR (CABUGÁ / PREFEITURA)",""
"1616976575-103","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1928 Maranguape II (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1928_MARANGUAPE_II_BACURAU-Recife-1662-774895-292824-0","1928 MARANGUAPE II (BACURAU)",""
"1616977105-305","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","140 TI Cajueiro Seco / Shopping Recife","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-140_TI_CAJUEIRO_SECO_SHOPPING_RECIFE-Recife-1662-774895-292976-0","140 TI CAJUEIRO SECO / SHOPPING RECIFE",""
"1616976405-34","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2445 Tabatinga / TI Caxangá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2445_TABATINGA_TI_CAXANG%C3%81-Recife-1662-774895-292808-0","2445 TABATINGA / TI CAXANGÁ",""
"1616976646-132","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","882 TI Xambá / Rio Doce (Carlos de Lima Cavalcanti)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-882_TI_XAMB%C3%81_RIO_DOCE_CARLOS_DE_LIMA_CAVALCANTI-Recife-1662-774895-582490-0","882 TI Xambá / Rio Doce (Carlos de Lima Cavalcanti)",""
"1616977130-315","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","124 Vila do Sesi / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-124_VILA_DO_SESI_TI_TANCREDO_NEVES-Recife-1662-774895-28866063-0","124 Vila do Sesi / TI Tancredo Neves",""
"1616976790-190","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","611 Alto José do Pinho (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-611_ALTO_JOS%C3%89_DO_PINHO_CAIS_DE_SANTA_RITA-Recife-1662-774895-30585716-0","611 Alto José do Pinho (Cais de Santa Rita)",""
"1616976631-126","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","901 TI Abreu e Lima / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-901_TI_ABREU_E_LIMA_TI_MACAXEIRA-Recife-1662-774895-461996-0","901 TI ABREU E LIMA / TI MACAXEIRA",""
"1616977054-288","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","162 Muribeca / TI Cajueiro Seco","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-162_MURIBECA_TI_CAJUEIRO_SECO-Recife-1662-774895-292879-0","162 MURIBECA / TI CAJUEIRO SECO",""
"1616976469-60","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1989 Loteamento Planalto / TI Abreu e Lima","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1989_LOTEAMENTO_PLANALTO_TI_ABREU_E_LIMA-Recife-1662-774895-33663365-0","1989 LOTEAMENTO PLANALTO / TI ABREU E LIMA",""
"1616976692-151","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","820 TI Xambá (Cabugá)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-820_TI_XAMB%C3%81_CABUG%C3%81-Recife-1662-774895-292712-0","820 TI XAMBÁ (CABUGÁ)",""
"1616977073-292","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","158 Garapu / TI Cabo","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-158_GARAPU_TI_CABO-Recife-1662-774895-292684-0","158 GARAPU / TI CABO",""
"1616976365-18","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2483 Loteamento São João e São Paulo / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2483_LOTEAMENTO_S%C3%83O_JO%C3%83O_E_S%C3%83O_PAULO_TI_CAMARAGIBE-Recife-1662-774895-33663393-0","2483 LOTEAMENTO SÃO JOÃO E SÃO PAULO / TI CAMARAGIBE",""
"1616976367-19","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2478 Santana / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2478_SANTANA_TI_CAMARAGIBE-Recife-1662-774895-506323-0","2478 SANTANA / TI CAMARAGIBE",""
"1616976757-177","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","645 TI Macaxeira (Av. Norte)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-645_TI_MACAXEIRA_AV_NORTE-Recife-1662-774895-691090-0","645 TI MACAXEIRA (AV. NORTE)",""
"1616977165-329","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","101 Circular (Conde da Boa Vista / Rua do Sol)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-101_CIRCULAR_CONDE_DA_BOA_VISTA_RUA_DO_SOL-Recife-1662-774895-582487-0","101 Circular (Conde da Boa Vista / Rua do Sol)",""
"1616976979-261","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","209 Coqueiral / TI Barro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-209_COQUEIRAL_TI_BARRO-Recife-1662-774895-482391-0","209 COQUEIRAL / TI BARRO",""
"1616977034-283","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","168 TI Tancredo Neves (Conde da Boa Vista)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-168_TI_TANCREDO_NEVES_CONDE_DA_BOA_VISTA-Recife-1662-774895-498136-0","168 TI Tancredo Neves (Conde da Boa Vista)",""
"1616976442-49","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2417 Nova Morada / TI Caxangá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2417_NOVA_MORADA_TI_CAXANG%C3%81-Recife-1662-774895-547890-0","2417 Nova Morada / TI Caxangá",""
"1616976452-53","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2060 TI Tancredo Neves / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2060_TI_TANCREDO_NEVES_TI_MACAXEIRA-Recife-1662-774895-18917901-0","2060 TI Tancredo Neves / TI Macaxeira",""
"1616977011-274","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","191 Recife / Porto de Galinhas (Nossa Senhora do Ó)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-191_RECIFE_PORTO_DE_GALINHAS_NOSSA_SENHORA_DO_%C3%93-Recife-1662-774895-1856679-0","191 Recife / Porto de Galinhas (Nossa Senhora do Ó)",""
"1616977145-321","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","115 TI Aeroporto / TI Afogados","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-115_TI_AEROPORTO_TI_AFOGADOS-Recife-1662-774895-292855-0","115 TI Aeroporto / TI Afogados",""
"1616976828-205","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","510 Nova Descoberta / Derby","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-510_NOVA_DESCOBERTA_DERBY-Recife-1662-774895-292812-0","510 NOVA DESCOBERTA / DERBY",""
"1616976519-80","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1967 TI Igarassu (Dantas Barreto)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1967_TI_IGARASSU_DANTAS_BARRETO-Recife-1662-774895-292922-0","1967 TI IGARASSU (DANTAS BARRETO)",""
"1616976541-89","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1953 Maranguape II / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1953_MARANGUAPE_II_TI_PEL%C3%93PIDAS-Recife-1662-774895-292920-0","1953 Maranguape II / TI Pelópidas",""
"1616976862-219","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","342 Curados (Opcional)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-342_CURADOS_OPCIONAL-Recife-1662-774895-30746109-0","342 Curados (Opcional)",""
"1616976695-152","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","810 TI Xambá / Encruzilhada","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-810_TI_XAMB%C3%81_ENCRUZILHADA-Recife-1662-774895-292813-0","810 TI Xambá / Encruzilhada",""
"1616976936-245","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","245 Dois Carneiros / TI Cavaleiro","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-245_DOIS_CARNEIROS_TI_CAVALEIRO-Recife-1662-774895-292923-0","245 DOIS CARNEIROS / TI CAVALEIRO",""
"1616976785-188","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","613 Morro da Conceição (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-613_MORRO_DA_CONCEI%C3%87%C3%83O_BACURAU-Recife-1662-774895-24196445-0","613 Morro da Conceição (Bacurau)",""
"1616976813-199","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","520 TI Macaxeira / Parnamirim","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-520_TI_MACAXEIRA_PARNAMIRIM-Recife-1662-774895-572353-0","520 TI MACAXEIRA / PARNAMIRIM",""
"1616976534-86","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1957 Caetés I (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1957_CAET%C3%89S_I_BACURAU-Recife-1662-774895-292742-0","1957 CAETÉS I (BACURAU)",""
"1616976722-163","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","724 Chão de Estrelas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-724_CH%C3%83O_DE_ESTRELAS-Recife-1662-774895-698235-0","724 Chão de Estrelas",""
"1616977083-296","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","153 Jordão Alto / TI Aeroporto","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-153_JORD%C3%83O_ALTO_TI_AEROPORTO-Recife-1662-774895-292857-0","153 Jordão Alto / TI Aeroporto",""
"1616976943-248","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","242 TI Santa Luzia / Pacheco","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-242_TI_SANTA_LUZIA_PACHECO-Recife-1662-774895-31127551-0","242 TI SANTA LUZIA / PACHECO",""
"1616976570-101","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1931 Jardim Paulista Baixo / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1931_JARDIM_PAULISTA_BAIXO_TI_PEL%C3%93PIDAS-Recife-1662-774895-638313-0","1931 Jardim Paulista Baixo / TI Pelópidas",""
"1616976582-106","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1922 Pau Amarelo / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1922_PAU_AMARELO_TI_PEL%C3%93PIDAS-Recife-1662-774895-292881-0","1922 Pau Amarelo / TI Pelópidas",""
"1616976349-12","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2492 Parque Capibaribe / TI Camaragibe","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2492_PARQUE_CAPIBARIBE_TI_CAMARAGIBE-Recife-1662-774895-292981-0","2492 PARQUE CAPIBARIBE / TI CAMARAGIBE",""
"1616976953-252","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","224 UR-11 (Opcional)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-224_UR_11_OPCIONAL-Recife-1662-774895-676618-0","224 UR-11 (OPCIONAL)",""
"1616976459-56","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1995 Pau Amarelo (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1995_PAU_AMARELO_BACURAU-Recife-1662-774895-292790-0","1995 PAU AMARELO (BACURAU)",""
"1616976775-184","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","624 Brejo (Conde da Boa Vista)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-624_BREJO_CONDE_DA_BOA_VISTA-Recife-1662-774895-775939-0","624 Brejo (Conde da Boa Vista)",""
"1616976567-100","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1932 Jardim Paulista Alto / TI Pelópidas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1932_JARDIM_PAULISTA_ALTO_TI_PEL%C3%93PIDAS-Recife-1662-774895-638312-0","1932 Jardim Paulista Alto / TI Pelópidas",""
"1616976665-140","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","844 Santa Casa / TI Xambá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-844_SANTA_CASA_TI_XAMB%C3%81-Recife-1662-774895-292783-0","844 SANTA CASA / TI XAMBÁ",""
"1616976447-51","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2410 Parque Capibaribe / TI TIP","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2410_PARQUE_CAPIBARIBE_TI_TIP-Recife-1662-774895-292888-0","2410 PARQUE CAPIBARIBE / TI TIP",""
"1616976914-236","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","262 TI Jaboatão / Malvinas","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-262_TI_JABOAT%C3%83O_MALVINAS-Recife-1662-774895-688004-0","262 TI JABOATÃO / MALVINAS",""
"1616977222-352","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","023 TI Tancredo Neves / TI Aeroporto","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-023_TI_TANCREDO_NEVES_TI_AEROPORTO-Recife-1662-774895-498131-0","023 TI Tancredo Neves / TI Aeroporto",""
"1616976719-162","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","731 Beberibe (Espinheiro)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-731_BEBERIBE_ESPINHEIRO-Recife-1662-774895-292780-0","731 BEBERIBE (ESPINHEIRO)",""
"1616976454-54","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2040 CDU / Boa Viagem / Caxangá","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2040_CDU_BOA_VIAGEM_CAXANG%C3%81-Recife-1662-774895-547891-0","2040 CDU / BOA VIAGEM / CAXANGÁ",""
"1616976656-136","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","860 TI Xambá (Príncipe)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-860_TI_XAMB%C3%81_PR%C3%8DNCIPE-Recife-1662-774895-292753-0","860 TI XAMBÁ (PRÍNCIPE)",""
"1616977110-307","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","138 Zumbi do Pacheco / TI Tancredo Neves","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-138_ZUMBI_DO_PACHECO_TI_TANCREDO_NEVES-Recife-1662-774895-33663351-0","138 Zumbi do Pacheco / TI Tancredo Neves",""
"1616976524-82","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1964 TI Igarassu / TI Macaxeira","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1964_TI_IGARASSU_TI_MACAXEIRA-Recife-1662-774895-292883-0","1964 TI IGARASSU / TI MACAXEIRA",""
"1616976430-44","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2423 Engenho do Meio / TI CDU","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2423_ENGENHO_DO_MEIO_TI_CDU-Recife-1662-774895-1629901-0","2423 Engenho do Meio / TI CDU",""
"1616976467-59","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","1992 Pau Amarelo","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-1992_PAU_AMARELO-Recife-1662-774895-292652-0","1992 PAU AMARELO",""
"1616977016-276","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","184 Cabo (Bacurau)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-184_CABO_BACURAU-Recife-1662-774895-292666-0","184 CABO (BACURAU)",""
"1616976428-43","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","2425 Barbalho (Detran) / TI CDU","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-2425_BARBALHO_DETRAN_TI_CDU-Recife-1662-774895-1629902-0","2425 BARBALHO (DETRAN) / TI CDU",""
"1616976697-153","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","800 Dois Unidos / Afogados","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-800_DOIS_UNIDOS_AFOGADOS-Recife-1662-774895-292802-0","800 Dois Unidos / Afogados",""
"1616977014-275","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-lines-Recife-1662-774895","185 TI Cabo (Cais de Santa Rita)","https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-line-185_TI_CABO_CAIS_DE_SANTA_RITA-Recife-1662-774895-4026733-0","185 TI Cabo (Cais de Santa Rita)",""
